left wing rib 15,left wing stringer 12,{'weight': 1}
left wing rib 15,left flap,{'weight': 1}
left wing rib 15,left roll spoiler,{'weight': 1}
left wing rib 15,left slat 3,{'weight': 1}
left wing rib 15,left inlet,{'weight': 1}
left wing rib 15,left nacelle,{'weight': 1}
left wing rib 16,left wing spar 1,{'weight': 1}
left wing rib 16,left wing spar 2,{'weight': 1}
left wing rib 16,left wing stringer 1,{'weight': 1}
left wing rib 16,left wing stringer 2,{'weight': 1}
left wing rib 16,left wing stringer 3,{'weight': 1}
left wing rib 16,left wing stringer 4,{'weight': 1}
left wing rib 16,left wing stringer 5,{'weight': 1}
left wing rib 16,left wing stringer 6,{'weight': 1}
left wing rib 16,left wing stringer 7,{'weight': 1}
left wing rib 16,left wing stringer 8,{'weight': 1}
left wing rib 16,left wing stringer 9,{'weight': 1}
left wing rib 16,left wing stringer 10,{'weight': 1}
left wing rib 16,left wing stringer 11,{'weight': 1}
left wing rib 16,left wing stringer 12,{'weight': 1}
left wing rib 16,left flap,{'weight': 1}
left wing rib 16,left roll spoiler,{'weight': 1}
left wing rib 16,left slat 3,{'weight': 1}
left wing rib 17,left wing spar 1,{'weight': 1}
left wing rib 17,left wing spar 2,{'weight': 1}
left wing rib 17,left wing stringer 1,{'weight': 1}
left wing rib 17,left wing stringer 2,{'weight': 1}
left wing rib 17,left wing stringer 3,{'weight': 1}
left wing rib 17,left wing stringer 4,{'weight': 1}
left wing rib 17,left wing stringer 5,{'weight': 1}
left wing rib 17,left wing stringer 6,{'weight': 1}
left wing rib 17,left wing stringer 7,{'weight': 1}
left wing rib 17,left wing stringer 8,{'weight': 1}
left wing rib 17,left wing stringer 9,{'weight': 1}
left wing rib 17,left wing stringer 10,{'weight': 1}
left wing rib 17,left wing stringer 11,{'weight': 1}
left wing rib 17,left wing stringer 12,{'weight': 1}
left wing rib 17,left aileron,{'weight': 1}
left wing rib 17,left slat 3,{'weight': 1}
left wing rib 18,left wing spar 1,{'weight': 1}
left wing rib 18,left wing spar 2,{'weight': 1}
left wing rib 18,left wing stringer 1,{'weight': 1}
left wing rib 18,left wing stringer 2,{'weight': 1}
left wing rib 18,left wing stringer 3,{'weight': 1}
left wing rib 18,left wing stringer 4,{'weight': 1}
left wing rib 18,left wing stringer 5,{'weight': 1}
left wing rib 18,left wing stringer 6,{'weight': 1}
left wing rib 18,left wing stringer 7,{'weight': 1}
left wing rib 18,left wing stringer 8,{'weight': 1}
left wing rib 18,left wing stringer 9,{'weight': 1}
left wing rib 18,left wing stringer 10,{'weight': 1}
left wing rib 18,left wing stringer 11,{'weight': 1}
left wing rib 18,left wing stringer 12,{'weight': 1}
left wing rib 18,left aileron,{'weight': 1}
left wing rib 18,left slat 4,{'weight': 1}
left wing rib 19,left wing spar 1,{'weight': 1}
left wing rib 19,left wing spar 2,{'weight': 1}
left wing rib 19,left wing stringer 1,{'weight': 1}
left wing rib 19,left wing stringer 2,{'weight': 1}
left wing rib 19,left wing stringer 3,{'weight': 1}
left wing rib 19,left wing stringer 4,{'weight': 1}
left wing rib 19,left wing stringer 5,{'weight': 1}
left wing rib 19,left wing stringer 6,{'weight': 1}
left wing rib 19,left wing stringer 7,{'weight': 1}
left wing rib 19,left wing stringer 8,{'weight': 1}
left wing rib 19,left wing stringer 9,{'weight': 1}
left wing rib 19,left wing stringer 10,{'weight': 1}
left wing rib 19,left wing stringer 11,{'weight': 1}
left wing rib 19,left wing stringer 12,{'weight': 1}
left wing rib 19,left aileron,{'weight': 1}
left wing rib 19,left slat 4,{'weight': 1}
left wing rib 20,left wing spar 1,{'weight': 1}
left wing rib 20,left wing spar 2,{'weight': 1}
left wing rib 20,left wing stringer 1,{'weight': 1}
left wing rib 20,left wing stringer 2,{'weight': 1}
left wing rib 20,left wing stringer 3,{'weight': 1}
left wing rib 20,left wing stringer 4,{'weight': 1}
left wing rib 20,left wing stringer 5,{'weight': 1}
left wing rib 20,left wing stringer 6,{'weight': 1}
left wing rib 20,left wing stringer 7,{'weight': 1}
left wing rib 20,left wing stringer 8,{'weight': 1}
left wing rib 20,left wing stringer 9,{'weight': 1}
left wing rib 20,left wing stringer 10,{'weight': 1}
left wing rib 20,left wing stringer 11,{'weight': 1}
left wing rib 20,left wing stringer 12,{'weight': 1}
left wing rib 20,left aileron,{'weight': 1}
left wing rib 20,left slat 4,{'weight': 1}
left wing rib 21,left wing spar 1,{'weight': 1}
left wing rib 21,left wing spar 2,{'weight': 1}
left wing rib 21,left wing stringer 1,{'weight': 1}
left wing rib 21,left wing stringer 2,{'weight': 1}
left wing rib 21,left wing stringer 3,{'weight': 1}
left wing rib 21,left wing stringer 4,{'weight': 1}
left wing rib 21,left wing stringer 5,{'weight': 1}
left wing rib 21,left wing stringer 6,{'weight': 1}
left wing rib 21,left wing stringer 7,{'weight': 1}
left wing rib 21,left wing stringer 8,{'weight': 1}
left wing rib 21,left wing stringer 9,{'weight': 1}
left wing rib 21,left wing stringer 10,{'weight': 1}
left wing rib 21,left wing stringer 11,{'weight': 1}
left wing rib 21,left wing stringer 12,{'weight': 1}
left wing rib 21,left aileron,{'weight': 1}
left wing rib 21,left slat 4,{'weight': 1}
left wing rib 22,left wing spar 1,{'weight': 1}
left wing rib 22,left wing spar 2,{'weight': 1}
left wing rib 22,left wing stringer 1,{'weight': 1}
left wing rib 22,left wing stringer 2,{'weight': 1}
left wing rib 22,left wing stringer 3,{'weight': 1}
left wing rib 22,left wing stringer 4,{'weight': 1}
left wing rib 22,left wing stringer 5,{'weight': 1}
left wing rib 22,left wing stringer 6,{'weight': 1}
left wing rib 22,left wing stringer 7,{'weight': 1}
left wing rib 22,left wing stringer 8,{'weight': 1}
left wing rib 22,left wing stringer 9,{'weight': 1}
left wing rib 22,left wing stringer 10,{'weight': 1}
left wing rib 22,left wing stringer 11,{'weight': 1}
left wing rib 22,left wing stringer 12,{'weight': 1}
left wing rib 22,left slat 5,{'weight': 1}
left wing rib 23,left wing spar 1,{'weight': 1}
left wing rib 23,left wing spar 2,{'weight': 1}
left wing rib 23,left wing stringer 1,{'weight': 1}
left wing rib 23,left wing stringer 2,{'weight': 1}
left wing rib 23,left wing stringer 3,{'weight': 1}
left wing rib 23,left wing stringer 4,{'weight': 1}
left wing rib 23,left wing stringer 5,{'weight': 1}
left wing rib 23,left wing stringer 6,{'weight': 1}
left wing rib 23,left wing stringer 7,{'weight': 1}
left wing rib 23,left wing stringer 8,{'weight': 1}
left wing rib 23,left wing stringer 9,{'weight': 1}
left wing rib 23,left wing stringer 10,{'weight': 1}
left wing rib 23,left wing stringer 11,{'weight': 1}
left wing rib 23,left wing stringer 12,{'weight': 1}
left wing rib 23,left slat 5,{'weight': 1}
left wing rib 24,left wing spar 1,{'weight': 1}
left wing rib 24,left wing spar 2,{'weight': 1}
left wing rib 24,left wing stringer 1,{'weight': 1}
left wing rib 24,left wing stringer 2,{'weight': 1}
left wing rib 24,left wing stringer 3,{'weight': 1}
left wing rib 24,left wing stringer 4,{'weight': 1}
left wing rib 24,left wing stringer 5,{'weight': 1}
left wing rib 24,left wing stringer 6,{'weight': 1}
left wing rib 24,left wing stringer 7,{'weight': 1}
left wing rib 24,left wing stringer 8,{'weight': 1}
left wing rib 24,left wing stringer 9,{'weight': 1}
left wing rib 24,left wing stringer 10,{'weight': 1}
left wing rib 24,left wing stringer 11,{'weight': 1}
left wing rib 24,left wing stringer 12,{'weight': 1}
left wing rib 24,left slat 5,{'weight': 1}
left wing rib 25,left wing spar 1,{'weight': 1}
left wing rib 25,left wing spar 2,{'weight': 1}
left wing rib 25,left wing stringer 1,{'weight': 1}
left wing rib 25,left wing stringer 2,{'weight': 1}
left wing rib 25,left wing stringer 3,{'weight': 1}
left wing rib 25,left wing stringer 4,{'weight': 1}
left wing rib 25,left wing stringer 5,{'weight': 1}
left wing rib 25,left wing stringer 6,{'weight': 1}
left wing rib 25,left wing stringer 7,{'weight': 1}
left wing rib 25,left wing stringer 8,{'weight': 1}
left wing rib 25,left wing stringer 9,{'weight': 1}
left wing rib 25,left wing stringer 10,{'weight': 1}
left wing rib 25,left wing stringer 11,{'weight': 1}
left wing rib 25,left wing stringer 12,{'weight': 1}
left wing rib 25,left winglet,{'weight': 1}
right wing rib 1,right wing spar 1,{'weight': 1}
right wing rib 1,right wing spar 2,{'weight': 1}
right wing rib 1,right wing stringer 1,{'weight': 1}
right wing rib 1,right wing stringer 2,{'weight': 1}
right wing rib 1,right wing stringer 3,{'weight': 1}
right wing rib 1,right wing stringer 4,{'weight': 1}
right wing rib 1,right wing stringer 5,{'weight': 1}
right wing rib 1,right wing stringer 6,{'weight': 1}
right wing rib 1,right wing stringer 7,{'weight': 1}
right wing rib 1,right wing stringer 8,{'weight': 1}
right wing rib 1,right wing stringer 9,{'weight': 1}
right wing rib 1,right wing stringer 10,{'weight': 1}
right wing rib 1,right wing stringer 11,{'weight': 1}
right wing rib 1,right wing stringer 12,{'weight': 1}
right wing rib 1,fuselage station 30,{'weight': 1}
right wing rib 1,fuselage station 31,{'weight': 1}
right wing rib 1,fuselage skin,{'weight': 1}
right wing rib 2,right wing spar 1,{'weight': 1}
right wing rib 2,right wing spar 2,{'weight': 1}
right wing rib 2,right wing stringer 1,{'weight': 1}
right wing rib 2,right wing stringer 2,{'weight': 1}
right wing rib 2,right wing stringer 3,{'weight': 1}
right wing rib 2,right wing stringer 4,{'weight': 1}
right wing rib 2,right wing stringer 5,{'weight': 1}
right wing rib 2,right wing stringer 6,{'weight': 1}
right wing rib 2,right wing stringer 7,{'weight': 1}
right wing rib 2,right wing stringer 8,{'weight': 1}
right wing rib 2,right wing stringer 9,{'weight': 1}
right wing rib 2,right wing stringer 10,{'weight': 1}
right wing rib 2,right wing stringer 11,{'weight': 1}
right wing rib 2,right wing stringer 12,{'weight': 1}
right wing rib 2,right fuel tank,{'weight': 1}
right wing rib 3,right wing spar 1,{'weight': 1}
right wing rib 3,right wing spar 2,{'weight': 1}
right wing rib 3,right wing stringer 1,{'weight': 1}
right wing rib 3,right wing stringer 2,{'weight': 1}
right wing rib 3,right wing stringer 3,{'weight': 1}
right wing rib 3,right wing stringer 4,{'weight': 1}
right wing rib 3,right wing stringer 5,{'weight': 1}
right wing rib 3,right wing stringer 6,{'weight': 1}
right wing rib 3,right wing stringer 7,{'weight': 1}
right wing rib 3,right wing stringer 8,{'weight': 1}
right wing rib 3,right wing stringer 9,{'weight': 1}
right wing rib 3,right wing stringer 10,{'weight': 1}
right wing rib 3,right wing stringer 11,{'weight': 1}
right wing rib 3,right wing stringer 12,{'weight': 1}
right wing rib 3,right fuel tank,{'weight': 1}
right wing rib 4,right wing spar 1,{'weight': 1}
right wing rib 4,right wing spar 2,{'weight': 1}
right wing rib 4,right wing stringer 1,{'weight': 1}
right wing rib 4,right wing stringer 2,{'weight': 1}
right wing rib 4,right wing stringer 3,{'weight': 1}
right wing rib 4,right wing stringer 4,{'weight': 1}
right wing rib 4,right wing stringer 5,{'weight': 1}
right wing rib 4,right wing stringer 6,{'weight': 1}
right wing rib 4,right wing stringer 7,{'weight': 1}
right wing rib 4,right wing stringer 8,{'weight': 1}
right wing rib 4,right wing stringer 9,{'weight': 1}
right wing rib 4,right wing stringer 10,{'weight': 1}
right wing rib 4,right wing stringer 11,{'weight': 1}
right wing rib 4,right wing stringer 12,{'weight': 1}
right wing rib 4,right fuel tank,{'weight': 1}
right wing rib 5,right wing spar 1,{'weight': 1}
right wing rib 5,right wing spar 2,{'weight': 1}
right wing rib 5,right wing stringer 1,{'weight': 1}
right wing rib 5,right wing stringer 2,{'weight': 1}
right wing rib 5,right wing stringer 3,{'weight': 1}
right wing rib 5,right wing stringer 4,{'weight': 1}
right wing rib 5,right wing stringer 5,{'weight': 1}
right wing rib 5,right wing stringer 6,{'weight': 1}
right wing rib 5,right wing stringer 7,{'weight': 1}
right wing rib 5,right wing stringer 8,{'weight': 1}
right wing rib 5,right wing stringer 9,{'weight': 1}
right wing rib 5,right wing stringer 10,{'weight': 1}
right wing rib 5,right wing stringer 11,{'weight': 1}
right wing rib 5,right wing stringer 12,{'weight': 1}
right wing rib 5,right slat 1,{'weight': 1}
right wing rib 5,right fuel tank,{'weight': 1}
right wing rib 6,right wing spar 1,{'weight': 1}
right wing rib 6,right wing spar 2,{'weight': 1}
right wing rib 6,right wing stringer 1,{'weight': 1}
right wing rib 6,right wing stringer 2,{'weight': 1}
right wing rib 6,right wing stringer 3,{'weight': 1}
right wing rib 6,right wing stringer 4,{'weight': 1}
right wing rib 6,right wing stringer 5,{'weight': 1}
right wing rib 6,right wing stringer 6,{'weight': 1}
right wing rib 6,right wing stringer 7,{'weight': 1}
right wing rib 6,right wing stringer 8,{'weight': 1}
right wing rib 6,right wing stringer 9,{'weight': 1}
right wing rib 6,right wing stringer 10,{'weight': 1}
right wing rib 6,right wing stringer 11,{'weight': 1}
right wing rib 6,right wing stringer 12,{'weight': 1}
right wing rib 6,right slat 1,{'weight': 1}
right wing rib 7,right wing spar 1,{'weight': 1}
right wing rib 7,right wing spar 2,{'weight': 1}
right wing rib 7,right wing stringer 1,{'weight': 1}
right wing rib 7,right wing stringer 2,{'weight': 1}
right wing rib 7,right wing stringer 3,{'weight': 1}
right wing rib 7,right wing stringer 4,{'weight': 1}
right wing rib 7,right wing stringer 5,{'weight': 1}
right wing rib 7,right wing stringer 6,{'weight': 1}
right wing rib 7,right wing stringer 7,{'weight': 1}
right wing rib 7,right wing stringer 8,{'weight': 1}
right wing rib 7,right wing stringer 9,{'weight': 1}
right wing rib 7,right wing stringer 10,{'weight': 1}
right wing rib 7,right wing stringer 11,{'weight': 1}
right wing rib 7,right wing stringer 12,{'weight': 1}
right wing rib 7,right slat 1,{'weight': 1}
right wing rib 8,right wing spar 1,{'weight': 1}
right wing rib 8,right wing spar 2,{'weight': 1}
right wing rib 8,right wing stringer 1,{'weight': 1}
right wing rib 8,right wing stringer 2,{'weight': 1}
right wing rib 8,right wing stringer 3,{'weight': 1}
right wing rib 8,right wing stringer 4,{'weight': 1}
right wing rib 8,right wing stringer 5,{'weight': 1}
right wing rib 8,right wing stringer 6,{'weight': 1}
right wing rib 8,right wing stringer 7,{'weight': 1}
right wing rib 8,right wing stringer 8,{'weight': 1}
right wing rib 8,right wing stringer 9,{'weight': 1}
right wing rib 8,right wing stringer 10,{'weight': 1}
right wing rib 8,right wing stringer 11,{'weight': 1}
right wing rib 8,right wing stringer 12,{'weight': 1}
right wing rib 8,right slat 1,{'weight': 1}
right wing rib 9,right wing spar 1,{'weight': 1}
right wing rib 9,right wing spar 2,{'weight': 1}
right wing rib 9,right wing stringer 1,{'weight': 1}
right wing rib 9,right wing stringer 2,{'weight': 1}
right wing rib 9,right wing stringer 3,{'weight': 1}
right wing rib 9,right wing stringer 4,{'weight': 1}
right wing rib 9,right wing stringer 5,{'weight': 1}
right wing rib 9,right wing stringer 6,{'weight': 1}
right wing rib 9,right wing stringer 7,{'weight': 1}
right wing rib 9,right wing stringer 8,{'weight': 1}
right wing rib 9,right wing stringer 9,{'weight': 1}
right wing rib 9,right wing stringer 10,{'weight': 1}
right wing rib 9,right wing stringer 11,{'weight': 1}
right wing rib 9,right wing stringer 12,{'weight': 1}
right wing rib 9,right ground spoiler,{'weight': 1}
right wing rib 9,right slat 1,{'weight': 1}
right wing rib 10,right wing spar 1,{'weight': 1}
right wing rib 10,right wing spar 2,{'weight': 1}
right wing rib 10,right wing stringer 1,{'weight': 1}
right wing rib 10,right wing stringer 2,{'weight': 1}
right wing rib 10,right wing stringer 3,{'weight': 1}
right wing rib 10,right wing stringer 4,{'weight': 1}
